source,target,relationshipType,properties
724,725,RELATED,"{order: 98, description: changes over, metadata: {\""summary\"": \""The text mentions that individuals' sleep complaints can evolve over time. Specifically, people who initially have difficulty falling asleep (sleep onset complaints) may later develop issues with staying asleep (sleep maintenance complaints), and vice versa.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
721,722,RELATED,"{order: 98, description: may develop, metadata: {\""summary\"": \""The text mentions that individuals' sleep complaints can evolve over time. Specifically, people who initially have difficulty falling asleep (sleep onset complaints) may later develop issues with staying asleep (sleep maintenance complaints), and vice versa.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
722,721,RELATED,"{order: 98, description: may develop, metadata: {\""summary\"": \""The text mentions that individuals' sleep complaints can evolve over time. Specifically, people who initially have difficulty falling asleep (sleep onset complaints) may later develop issues with staying asleep (sleep maintenance complaints), and vice versa.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
726,727,RELATED,"{order: 99, description: are types of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
728,726,RELATED,"{order: 99, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
728,727,RELATED,"{order: 99, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
726,727,RELATED,"{order: 99, description: is_risk_factor_for, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
727,726,RELATED,"{order: 99, description: is_risk_factor_for, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
729,730,RELATED,"{order: 100, description: has_symptom, metadata: {\""summary\"": \""The text states that while complaints about poor-quality, unrefreshing, or nonrestorative sleep frequently accompany issues with falling asleep and staying asleep, they alone are not enough to diagnose insomnia disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
731,730,RELATED,"{order: 100, description: has_symptom, metadata: {\""summary\"": \""The text states that while complaints about poor-quality, unrefreshing, or nonrestorative sleep frequently accompany issues with falling asleep and staying asleep, they alone are not enough to diagnose insomnia disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
732,730,RELATED,"{order: 100, description: has_symptom, metadata: {\""summary\"": \""The text states that while complaints about poor-quality, unrefreshing, or nonrestorative sleep frequently accompany issues with falling asleep and staying asleep, they alone are not enough to diagnose insomnia disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
721,730,RELATED,"{order: 100, description: has_symptom, metadata: {\""summary\"": \""The text states that while complaints about poor-quality, unrefreshing, or nonrestorative sleep frequently accompany issues with falling asleep and staying asleep, they alone are not enough to diagnose insomnia disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
722,730,RELATED,"{order: 100, description: has_symptom, metadata: {\""summary\"": \""The text states that while complaints about poor-quality, unrefreshing, or nonrestorative sleep frequently accompany issues with falling asleep and staying asleep, they alone are not enough to diagnose insomnia disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,579,RELATED,"{order: 101, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,588,RELATED,"{order: 101, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,733,RELATED,"{order: 102, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,733,RELATED,"{order: 102, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
734,365,RELATED,"{order: 103, description: varies across, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
365,579,RELATED,"{order: 103, description: requires, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,735,RELATED,"{order: 103, description: has, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
736,737,RELATED,"{order: 104, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
738,737,RELATED,"{order: 104, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
737,739,RELATED,"{order: 104, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
740,741,RELATED,"{order: 105, description: relates_to, metadata: {\""summary\"": \""The text is about sleep patterns in middle and older aged adults. It mentions that the onset of latencies and periods of wakefulness during sleep that last more than 30 minutes can indicate clinical significance. This suggests that prolonged sleep latency and wakefulness during sleep may be indicative of sleep disorders or other medical conditions in this age group.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
741,365,RELATED,"{order: 105, description: results_in, metadata: {\""summary\"": \""The text is about sleep patterns in middle and older aged adults. It mentions that the onset of latencies and periods of wakefulness during sleep that last more than 30 minutes can indicate clinical significance. This suggests that prolonged sleep latency and wakefulness during sleep may be indicative of sleep disorders or other medical conditions in this age group.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
742,743,RELATED,"{order: 106, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
742,744,RELATED,"{order: 106, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
742,745,RELATED,"{order: 106, description: is related to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
743,746,RELATED,"{order: 106, description: is compared with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
747,748,RELATED,"{order: 107, description: varies as a function of, metadata: {\""summary\"": \""Early morning awakenings can happen at different times, depending on a person's usual bedtime.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
749,750,RELATED,"{order: 108, description: has_symptom - The final awakening at 4:00 a.m. might be a symptom indicating a condition, in relation to the usual bedtime being at 11:00 p.m., metadata: {\""summary\"": \""The text suggests that waking up at 4:00 a.m. after a usual bedtime of 11:00 p.m. could have clinical significance, implying that it might indicate a medical condition worth investigating.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
749,365,RELATED,"{order: 108, description: results_in - The final awakening at 4:00 a.m. may result in clinical significance., metadata: {\""summary\"": \""The text suggests that waking up at 4:00 a.m. after a usual bedtime of 11:00 p.m. could have clinical significance, implying that it might indicate a medical condition worth investigating.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
751,752,RELATED,"{order: 109, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
751,753,RELATED,"{order: 109, description: results_in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
545,712,RELATED,"{order: 110, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
754,712,RELATED,"{order: 110, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
755,712,RELATED,"{order: 110, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
756,712,RELATED,"{order: 110, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
757,758,RELATED,"{order: 111, description: has_symptom. In contrast to patients with hypersomnolence conditions, many patients with daytime sleepiness are not able to nap in the daytime and few show unintentional sleep episodes., metadata: {\""summary\"": \""The text discusses subjective daytime sleepiness complaints, where patients feel overly tired during the day. Unlike patients with hypersomnolence conditions, these individuals usually can't take daytime naps and rarely experience unintentional sleep episodes.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
757,759,RELATED,"{order: 111, description: has_symptom. Few patients with daytime sleepiness show unintentional sleep episodes., metadata: {\""summary\"": \""The text discusses subjective daytime sleepiness complaints, where patients feel overly tired during the day. Unlike patients with hypersomnolence conditions, these individuals usually can't take daytime naps and rarely experience unintentional sleep episodes.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
